1,1,945.6680297851562,447.3393249511719,105.11260986328125,248.50167846679688,1,-1,-1,-1
1,2,749.0048217773438,40.826690673828125,73.5030517578125,181.64385986328125,1,-1,-1,-1
2,1,939.7632424583829,444.35552297544876,106.38666659569544,251.62514754366285,1,-1,-1,-1
2,2,747.3098429851336,36.60752405213914,75.6372236129585,186.9207551814308,1,-1,-1,-1
3,1,938.6351319540254,441.88811954399455,104.8933333480367,248.5367103998426,1,-1,-1,-1
3,2,742.077351700511,31.800134842323942,75.71137237468014,187.21583320317276,1,-1,-1,-1
4,1,933.4544765564713,440.16316161756043,104.84986332918936,248.79128610996494,1,-1,-1,-1
4,2,735.3826638027035,27.47025343588838,76.79306662751816,190.16529198359012,1,-1,-1,-1
5,1,930.3985544320014,437.999893640441,106.46190263706681,253.30980381489715,1,-1,-1,-1
5,2,732.2903492993827,23.64023442317803,76.24589823509774,188.9828696766385,1,-1,-1,-1
6,1,928.1524319429004,439.7770075560326,109.32966946363015,261.06401624149544,1,-1,-1,-1
6,2,730.7043185161086,19.678140841933413,77.56993736591257,192.3706158507945,1,-1,-1,-1
7,1,922.4167073169821,441.10075174662865,113.0863400817906,271.01326154909805,1,-1,-1,-1
7,2,726.8063042683461,19.388785331996885,77.67432449029093,192.752902516271,1,-1,-1,-1
8,1,920.0198687312388,446.63693784324954,114.22673926667761,275.4427627144747,1,-1,-1,-1
8,2,724.5907555863585,21.41174135781077,76.8842596708519,190.8704344648653,1,-1,-1,-1
9,1,914.1162267414915,452.12848283631854,115.25025575038997,279.17008072588754,1,-1,-1,-1
9,2,718.9768921571793,23.328677742459433,78.20393590846257,194.22444330749835,1,-1,-1,-1
10,1,907.4362379852265,456.5329732118648,116.17347305260935,282.3200727389649,1,-1,-1,-1
10,2,711.8934437481819,25.697310693300665,78.8182585830385,195.43624497165598,1,-1,-1,-1
11,1,904.8326768330334,461.62214372395624,114.92177957797554,280.1638312791926,1,-1,-1,-1
11,2,705.9524531205802,27.372625782222897,78.81980123046719,194.80356443510638,1,-1,-1,-1
12,1,900.008714448976,464.69383097360645,115.21414434288796,281.4803546036975,1,-1,-1,-1
12,2,703.3441497144255,29.293472119316576,78.07548755291921,191.91874680375616,1,-1,-1,-1
13,1,898.3158146950882,466.4843013992032,114.65074048448169,280.86466857629307,1,-1,-1,-1
13,2,702.2432871578632,30.222470201752273,77.75905247607875,190.18233176707218,1,-1,-1,-1
14,1,898.6741889548294,470.0832149156897,112.45812665047877,276.3610020679351,1,-1,-1,-1
14,2,698.5022532252369,31.5589217815363,77.37149104851747,188.3894907477543,1,-1,-1,-1
15,1,898.886569546638,475.01486525499865,111.11845452929136,274.54754086544955,1,-1,-1,-1
15,2,696.2155128234901,33.42631926780088,78.37010259449005,190.14566991948558,1,-1,-1,-1
16,1,894.5300506925457,476.48673660236466,110.83014640954539,275.0334368715342,1,-1,-1,-1
16,2,694.9828470729208,35.30424762292384,78.57125037196487,190.3986861278363,1,-1,-1,-1
17,1,889.2966427226203,478.49382874257253,109.98360401368934,273.9767402887526,1,-1,-1,-1
17,2,690.9649045498013,36.9855662021467,78.30007672361053,189.83288760860043,1,-1,-1,-1
18,1,887.1225652728822,480.3996409739338,108.4822834536778,271.5160166076929,1,-1,-1,-1
18,2,688.5978641633538,37.78991832797935,78.2526467211209,190.01324726527682,1,-1,-1,-1
19,1,881.5616990656515,480.06631912372217,108.63328251476175,272.6481737775208,1,-1,-1,-1
19,2,683.7825186103324,37.59723132746829,78.61803885234393,191.2698465597965,1,-1,-1,-1
20,1,879.9549320533986,481.97683330609755,107.21139740425735,269.7603631436116,1,-1,-1,-1
20,2,681.5048883158555,38.21894379039132,77.98584224871676,190.38198124463818,1,-1,-1,-1
21,1,875.723573725259,483.5354142242847,105.96508955032024,266.56099704263704,1,-1,-1,-1
21,2,675.9896872127682,38.62735953100213,79.03164455750498,194.50603960672072,1,-1,-1,-1
22,1,873.6643498039692,487.03494962450264,106.11669171746537,266.63874228404904,1,-1,-1,-1
22,2,673.5844436042835,39.682549033089856,78.77502397213345,194.87617282161807,1,-1,-1,-1
23,1,867.8261601412203,489.39912017553013,108.35480242546623,270.76732314814325,1,-1,-1,-1
23,2,669.4735862438339,40.88016948131538,78.67008751840913,195.06809726670323,1,-1,-1,-1
24,1,861.0530448267675,493.3798253753703,109.17222164682575,270.4379761393788,1,-1,-1,-1
24,2,667.7845734414211,42.8200729834017,77.95842791199406,193.22587729633358,1,-1,-1,-1
25,1,857.7213931727614,498.30211008104817,110.46842220690546,271.21747858821425,1,-1,-1,-1
25,2,666.7213333110285,43.839752889212036,77.75961085983731,192.53114129405378,1,-1,-1,-1
26,1,852.1032523242832,500.9829097880031,111.17469232133946,271.0330698549455,1,-1,-1,-1
