2021-05-12 19:22:57.364,17.3054,17.5699,18.6876,18.8018,18.0144,16.9981,16.255,16.7147,16.4364,16.6456,16.3258,15.6773,14.8128,13.2515,12.3906,11.7772,9.80826,7.48385,6.71832,6.69376,8.15786,10.3477,13.2515,16.7344,20.5756,23.8117,25.6309,27.1962,26.9834,26.1777,6.10155,5.6531,6.9117,7.99469,9.87521,12.0537,13.6917,15.3158,17.2673,16.8814,17.2291,17.2196,17.8028,18.2415,17.2291,17.4854,18.0235,16.6851,16.1636,15.0664,15.8756,15.6667,14.6338,15.1536,14.7571,13.8947,12.0673,10.1548,8.68597,8.21822,0.57399,0.57399,0.81174,1.148,1.148,1.2835,1.2835,1.148,1.6235,1.8151,1.2835,1.2835,1.722,1.6235,1.6235,1.722,1.2835,1.2835,1.2835,1.2835,1.2835,1.6235,1.8151,2.5669,2.5669,2.9268,3.3469,2.9268,2.8699,2.3666
2021-05-12 19:22:57.561,15.9984,15.8582,16.6149,15.9084,15.625,14.7855,14.8286,15.0741,15.7065,15.5431,15.625,15.5841,13.9755,12.195,11.6325,10.1843,8.76998,7.36571,6.80259,8.60467,11.5913,14.4028,17.5945,21.2655,26.1701,29.3761,30.3433,31.3775,31.5246,30.2802,8.08849,9.31697,9.58708,10.9688,13.7568,15.625,16.9854,17.8645,18.9902,19.414,19.1908,19.3234,20.5636,19.9891,20.4702,20.4078,20.2271,20.2508,18.8553,20.0369,20.5636,20.021,19.2406,19.7804,19.5859,18.0511,15.9485,14.436,12.5434,10.1057,0,1.2632,1.2632,1.7864,1.2632,1.7864,1.7864,2.0369,1.7864,1.7864,2.0369,2.2597,2.0369,2.0369,2.3292,2.0369,2.3968,1.7864,1.6948,2.0369,2.3968,2.3292,2.5264,3.1957,3.3895,3.6173,3.5729,3.5729,3.294,2.8246
2021-05-12 19:22:57.597,20.1173,20.8189,21.9007,22.6418,21.991,20.9138,20.8189,21.266,21.3821,20.8268,20.6277,19.5177,18.7059,16.2201,16.3317,15.2661,13.8964,12.9113,11.6337,12.188,13.6568,15.9741,18.032,21.6277,25.982,28.8191,30.0747,31.6053,30.4726,28.9163,10.3578,9.47567,10.3578,10.9164,12.336,13.4006,14.4667,15.4595,16.8196,16.9759,17.246,17.9586,19.6525,19.8115,19.5346,20.0104,20.9138,21.0789,20.1091,20.1173,21.0397,20.7156,19.9856,20.8901,20.811,18.6882,17.246,15.0812,14.2135,12.2824,0.57455,0.57455,0.57455,0.81253,0.57455,0.81253,1.1491,1.2847,1.2847,1.1491,1.6251,1.7236,1.6251,1.8169,1.8169,1.6251,2.0716,1.7236,2.0716,2.0716,2.2982,2.0716,2.3689,3.094,3.3502,3.4948,3.6789,3.4948,3.2501,2.9296
2021-05-12 19:22:57.669,24.8506,27.5679,28.4681,28.5086,28.2472,27.496,27.14,26.9938,26.3448,25.3498,25.1736,23.6751,22.1647,20.7431,20.5434,18.9575,17.207,15.8818,15.0722,15.0284,16.9561,19.1909,22.2981,26.9938,30.3407,33.7025,36.1932,35.6008,35.7671,33.6487,8.53619,8.91408,8.78367,8.16101,10.3517,11.8376,14.2167,15.105,16.4428,17.2358,17.2644,18.3836,19.7997,19.4977,19.9077,21.1133,19.733,19.9985,19.7997,20.5193,20.4469,20.7431,20.5835,20.8145,20.9014,20.0972,18.9836,17.0724,14.5377,13.5152,0.57421,0.81205,0.57421,0.57421,0.81205,1.284,1.284,0.81205,1.284,1.284,1.284,1.1484,1.6241,1.284,1.1484,1.284,1.284,1.8158,1.8158,1.6241,2.3675,2.5679,2.871,3.4928,3.2482,3.4452,3.6767,3.4928,2.871,2.871
2021-05-12 19:22:57.881,23.7128,25.1015,25.5925,24.2926,23.5951,22.4354,21.7536,22.289,21.7536,21.9036,21.7912,20.4259,18.2498,16.8308,16.0336,14.59,12.5508,11.7976,11.4596,12.9109,15.9106,18.9454,23.0688,27.924,31.8058,34.7625,35.5358,35.8295,34.0293,32.1285,9.71167,10.1406,11.1114,11.7419,14.0293,16.1557,18.455,19.1003,20.2488,21.1041,21.0419,21.1119,22.3257,23.019,23.2385,23.5256,23.0688,23.2948,22.501,23.5256,23.4629,22.8477,23.358,22.4354,21.8512,21.2972,18.8934,17.0723,13.8294,12.9489,1.2796,0.57227,1.2796,1.2796,0.80931,1.1445,1.6186,1.2796,1.8097,2.0633,1.7168,2.0633,2.3595,2.3595,2.0633,1.8097,1.7168,1.8097,2.0633,2.2891,2.5592,2.5592,2.918,3.2372,3.481,3.3369,3.6193,3.3369,3.0817,2.918
2021-05-12 19:22:58.082,23.2764,25.1764,26.4794,26.1976,26.1093,24.8665,24.153,24.5392,24.1325,24.4382,24.1598,22.4318,21.1913,19.7821,18.9471,17.2804,15.52,13.8934,13.41,13.3236,15.6786,18.3904,22.3064,25.7209,29.9581,32.8677,34.1188,35.2087,33.3213,31.7234,10.5918,11.7861,13.9762,13.8815,16.6977,17.4703,18.6841,18.1375,19.3094,19.6061,20.1047,19.6061,20.8222,20.8064,21.0664,21.8733,21.2613,21.6763,20.8222,21.6305,21.9335,21.1836,21.0664,21.0899,20.3088,19.0946,17.2708,16.3281,13.0988,11.6169,1.1488,1.2844,1.8165,1.8165,2.0711,1.8165,2.0711,2.0711,2.3684,2.4371,2.3684,2.3684,2.4371,2.2977,2.3684,2.4371,1.8165,2.5689,2.0711,2.0711,2.3684,2.0711,2.5689,2.929,3.2494,2.929,3.2494,2.929,3.0933,2.5689
2021-05-12 19:22:58.266,22.4196,24.0069,24.7658,23.6742,23.7439,23.7021,22.7415,23.4498,23.5903,24.4028,24.0069,23.2019,23.2517,22.4196,22.0854,20.3893,18.5387,17.5497,17.0628,15.2203,15.8999,17.7091,20.3244,24.7791,26.2177,29.6987,32.458,32.908,32.2179,30.6191,8.92424,8.77487,10.9072,13.628,14.198,15.8999,16.2697,15.6168,15.8582,15.1222,14.9132,15.4251,15.1222,15.0456,15.4251,15.6168,15.0456,14.6561,15.1768,15.4786,15.6168,15.8999,16.3507,16.4715,17.0918,16.229,16.0138,14.4174,11.5689,10.3635,0.81298,1.1497,1.8179,1.626,1.7246,2.0727,1.2854,2.3702,2.4389,1.8179,2.3702,2.4389,2.2994,2.3702,2.0727,1.8179,2.2994,2.0727,2.8743,2.8743,2.5709,3.352,3.4967,3.6809,4.0649,4.1454,4.1851,4.1454,3.0957,2.8743
2021-05-12 19:22:58.488,19.7885,21.0811,22.4758,22.593,21.9557,21.1904,20.916,21.7213,21.3843,21.8426,22.3801,21.8652,21.3766,20.3803,19.6125,18.2522,17.3717,15.6837,14.5365,13.4143,13.8979,15.0389,17.822,21.3766,24.7348,27.2559,30.242,31.1031,30.7347,28.7533,6.18869,7.49194,8.12615,8.93877,10.9326,11.7899,11.5494,12.1213,12.1757,12.1757,11.6349,12.1213,12.6021,12.8486,12.404,13.103,13.2284,12.4306,12.3774,13.6582,13.7065,13.7905,13.4143,15.0389,14.7171,13.8979,13.9097,13.2658,10.6883,9.26524,1.8171,2.3692,2.5697,2.5697,3.3505,3.0943,2.9299,3.2505,2.9299,3.3505,2.873,2.873,2.873,3.0943,2.9299,2.5697,2.873,2.9299,3.0943,3.2505,3.6341,3.6341,4.1435,4.0222,4.8757,4.7383,4.1435,4.1832,4.1435,3.6793
2021-05-12 19:22:58.710,20.9995,22.7273,24.1059,24.319,23.7373,22.9677,22.9024,23.1049,22.5656,23.0328,23.227,22.1639,21.9299,21.126,20.1916,19.0465,17.1234,15.2306,13.3811,12.1698,11.2014,11.7665,14.2718,17.5458,20.3966,25.6251,24.4895,29.1949,25.1995,26.9358,0.576902,1.82432,3.50916,3.69398,5.22407,5.71104,6.44996,6.44996,7.13588,6.44996,6.02303,6.97073,7.2973,7.52188,7.01832,7.22856,8.03531,7.49973,7.73995,8.25998,8.57626,9.23043,10.2064,10.9763,11.8931,10.3842,11.837,9.95887,9.39128,7.58796,1.29,2.3786,2.4476,2.8845,2.8845,2.9416,3.3639,3.1067,3.1067,3.3639,2.9416,3.2635,3.6486,3.1067,2.8845,2.9416,3.1067,3.2635,2.9416,3.1067,3.3639,4.0793,3.694,4.6511,4.1601,4.7573,4.9627,4.0793,4.0793,3.3639
2021-05-12 19:22:58.898,20.1281,22.5461,24.0783,24.8356,25.0741,24.8289,25.2057,24.7021,24.8289,24.9684,24.7288,24.1606,23.154,22.4285,21.5869,20.5267,19.8635,17.3863,16.6875,15.1937,14.9965,15.623,16.7666,20.7351,23.6417,26.8388,29.9046,30.092,31.0601,29.8382,2.87544,2.30036,2.4399,3.63718,4.87979,5.20765,5.75089,6.92499,7.73703,7.56411,8.17355,9.21937,9.57139,10.0435,10.4153,10.2392,12.665,11.7998,11.5591,12.4411,13.277,13.1392,13.8976,16.1946,16.7666,16.1946,17.519,15.7074,13.6697,12.7041,2.8754,2.8754,3.6372,3.8578,4.1867,4.3797,4.1867,4.6365,4.6365,4.4916,4.6007,4.4916,4.0665,4.3797,4.0665,4.1867,3.8578,3.6824,4.0256,4.147,4.3797,4.9136,4.9471,5.3021,5.7509,5.7796,5.7509,5.3021,4.6365,4.0665
