10.976,12.435,13.395,13.624,14.006,13.794,13.973,13.595,13.613,13.221,13.23,12.762,13.132,12.875,12.828,13.14,12.936,12.961,13.14,13.204,13.672,13.499,13.572,14.343,14.675,14.752,14.049,13.487,12.043,11.263
10.263,11.339,12.45,12.655,12.789,12.7,12.913,12.598,12.302,12.337,12.169,11.994,12.196,12.012,11.919,11.85,11.936,11.934,11.885,12.164,12.479,12.255,12.537,12.934,13.108,13.09,12.934,12.242,11.104,10.361
10.606,12.219,12.738,13.186,13.61,13.61,13.692,13.197,13.255,13.12,12.728,12.55,12.362,12.433,12.719,12.64,12.439,12.799,12.309,12.36,12.889,12.819,13.034,13.528,13.72,13.841,13.371,13.121,11.77,10.959
11.013,11.912,13.235,13.744,13.713,13.628,13.605,13.715,13.317,12.969,13.1,13.089,12.91,12.984,13.143,12.892,12.728,13.06,13.162,12.994,13.486,13.291,13.498,14.173,14.225,14.161,13.853,13.185,12.155,11.161
10.6,12.158,13.362,13.452,13.467,13.465,13.52,13.352,13.03,12.772,12.723,12.548,12.961,12.843,12.41,12.702,12.421,12.501,12.874,12.677,13.339,13.282,13.364,14.034,14.079,14.196,14.007,12.844,11.921,10.98
10.72,12.186,13.531,13.177,13.366,13.316,13.474,13.148,13.219,12.9,12.847,12.399,12.501,12.801,12.457,12.685,12.848,12.815,12.661,12.887,13.052,13.259,13.199,13.728,14.015,13.746,13.608,12.99,11.752,10.963
10.227,11.541,12.823,12.782,13.128,12.919,12.822,12.637,12.324,12.025,12.046,11.623,11.74,11.946,11.841,12.048,11.982,12.115,12.082,12.192,12.434,12.298,12.564,13.221,13.062,13.374,13.035,12.454,11.615,10.175
11.367,12.751,13.793,14.115,14.304,14.161,14.28,13.978,13.49,13.137,13.053,12.617,13.04,12.948,12.769,12.893,12.665,12.711,12.563,12.624,13.196,12.831,13.234,13.666,13.904,14.038,13.621,13.059,12.218,11.158
10.814,12.13,13.015,13.11,13.471,13.262,13.348,12.819,12.642,12.486,12.237,12.122,12.27,12.01,12.365,12.242,12.045,11.936,11.927,12.127,12.604,12.332,12.485,13.058,13.284,13.254,12.62,12.25,11.238,10.427
10.591,11.756,12.916,13.016,13.055,12.795,12.749,12.427,12.214,11.83,11.714,11.571,11.676,11.449,11.246,11.55,11.5,11.375,11.541,11.305,11.738,11.842,11.835,12.47,12.45,12.758,12.409,11.829,10.686,9.962
11.26,12.612,13.675,13.566,14.076,13.692,13.524,13.325,13.395,12.69,12.54,12.527,12.021,12.12,11.773,12.114,12.121,11.86,12.074,11.857,12.125,12.089,12.193,13.003,13.236,13.048,12.804,12.139,11.594,10.741
9.9754,11.309,12.246,12.403,12.51,12.593,12.801,12.563,12.453,11.893,11.812,11.444,11.517,11.427,11.084,11.359,11.215,11.054,11.115,10.983,11.429,11.465,11.53,11.84,11.814,11.955,11.413,11.048,9.9364,9.4859
