10.955,11.577,12.111,11.718,11.351,10.359,9.8843,9.154,8.4862,8.2796,7.8831,7.6676,7.782,7.9671,8.1703,8.7759,9.2175,9.5117,10.288,10.901,12.024,12.532,13.043,13.886,14.25,14.638,14.762,13.702,12.709,11.695
10.885,11.864,11.843,11.529,11.402,10.585,9.8758,9.1117,8.7132,8.157,7.9163,7.7602,7.88,8.0648,7.9495,8.7485,9.0827,9.542,10.41,10.959,11.656,12.355,13.004,13.812,14.369,14.805,14.682,13.728,12.494,11.606
10.643,11.838,11.954,11.675,11.192,10.342,9.8493,8.9873,8.5305,8.1914,7.6006,7.6352,7.819,7.9515,8.0879,8.6382,9.0319,9.5814,10.366,11.048,11.848,12.112,12.905,13.829,14.491,14.891,14.95,13.733,13.044,11.718
11.036,11.838,12.026,11.556,11.308,10.506,9.8057,9.2359,8.6251,8.2393,7.9581,7.6351,7.7231,7.9426,8.1872,8.8569,9.1639,9.7572,10.468,10.746,11.92,12.495,13.072,14.026,14.406,14.481,14.647,13.961,12.69,11.788
10.654,11.954,11.912,11.395,11.445,10.616,9.9848,9.2754,8.6339,8.4353,7.7454,7.723,7.6939,7.8666,7.993,8.4418,9.07,9.8054,10.26,11.113,11.9,12.46,12.966,13.92,14.475,14.82,14.718,14.134,12.604,11.6
10.812,11.931,11.783,11.441,11.28,10.449,9.9376,8.8664,8.3425,8.2819,7.5934,7.5038,7.8626,7.9304,7.9341,8.7197,8.954,9.5513,10.411,11.028,12.014,12.271,13.124,14.206,14.448,14.62,14.827,13.7,12.841,11.592
11.342,12.444,12.743,12.071,11.964,11.083,10.006,9.1784,8.2916,7.919,7.3873,6.8636,6.9413,6.8962,7.1964,7.5286,7.6141,8.5217,9.2988,10.065,11.086,11.48,12.609,13.308,13.951,14.082,14.413,13.717,12.395,11.49
11.855,12.118,12.773,12.419,11.624,10.854,9.9173,9.3047,8.5206,7.8416,7.4414,6.9001,6.8915,7.0109,6.6747,7.4588,7.8526,8.5089,9.2709,9.8777,10.904,11.474,12.1,13.412,13.702,14.003,14.507,13.416,12.679,11.607
11.526,12.553,12.639,12.462,11.814,11.02,9.9306,9.2221,8.2752,7.817,7.0118,6.5633,6.8555,6.8364,6.9729,7.3663,7.6514,8.2405,9.1419,9.868,10.868,11.568,12.315,13.185,13.729,14.11,14.658,13.389,12.72,11.478
11.556,12.313,12.644,12.427,11.753,10.749,9.8436,9.2194,8.3702,7.833,7.1447,6.6998,6.6559,6.9001,6.7313,7.1858,7.9096,8.3293,9.2273,9.5339,10.858,11.365,12.226,13.088,13.826,14.333,14.425,13.212,12.632,11.384
